from,to,dep.var.id,wave,sim
12,13,1,2,137
13,NA,NA,2,137
14,10,1,2,137
1,16,1,1,138
2,3,1,1,138
3,2,1,1,138
4,5,1,1,138
4,13,1,1,138
5,NA,NA,1,138
6,12,1,1,138
6,13,1,1,138
8,9,1,1,138
9,8,1,1,138
10,11,1,1,138
11,NA,NA,1,138
12,6,1,1,138
12,14,1,1,138
13,6,1,1,138
13,12,1,1,138
14,11,1,1,138
14,12,1,1,138
16,1,1,1,138
1,3,1,2,138
2,NA,NA,2,138
3,NA,NA,2,138
5,3,1,2,138
5,9,1,2,138
6,8,1,2,138
6,13,1,2,138
8,6,1,2,138
8,9,1,2,138
9,5,1,2,138
9,8,1,2,138
9,16,1,2,138
10,11,1,2,138
11,2,1,2,138
11,10,1,2,138
11,14,1,2,138
12,NA,NA,2,138
13,12,1,2,138
14,11,1,2,138
16,9,1,2,138
1,8,1,1,139
2,13,1,1,139
5,9,1,1,139
6,12,1,1,139
8,1,1,1,139
8,10,1,1,139
8,11,1,1,139
9,5,1,1,139
10,8,1,1,139
10,11,1,1,139
11,8,1,1,139
11,10,1,1,139
11,16,1,1,139
12,6,1,1,139
13,2,1,1,139
14,11,1,1,139
16,NA,NA,1,139
1,11,1,2,139
5,9,1,2,139
6,8,1,2,139
8,9,1,2,139
9,8,1,2,139
10,14,1,2,139
11,NA,NA,2,139
14,10,1,2,139
14,11,1,2,139
16,11,1,2,139
1,10,1,1,140
2,3,1,1,140
2,12,1,1,140
2,13,1,1,140
3,2,1,1,140
3,9,1,1,140
4,5,1,1,140
4,13,1,1,140
5,4,1,1,140
6,5,1,1,140
6,12,1,1,140
7,11,1,1,140
8,NA,NA,1,140
9,8,1,1,140
9,10,1,1,140
10,11,1,1,140
11,7,1,1,140
11,10,1,1,140
12,6,1,1,140
12,13,1,1,140
12,15,1,1,140
13,2,1,1,140
13,4,1,1,140
13,12,1,1,140
13,14,1,1,140
14,11,1,1,140
14,13,1,1,140
15,12,1,1,140
16,8,1,1,140
2,12,1,2,140
5,9,1,2,140
6,8,1,2,140
6,9,1,2,140
6,13,1,2,140
8,9,1,2,140
8,16,1,2,140
9,5,1,2,140
9,6,1,2,140
9,8,1,2,140
10,14,1,2,140
11,10,1,2,140
12,2,1,2,140
12,13,1,2,140
12,16,1,2,140
13,12,1,2,140
14,10,1,2,140
15,11,1,2,140
16,NA,NA,2,140
3,6,1,1,141
3,12,1,1,141
6,3,1,1,141
7,10,1,1,141
8,15,1,1,141
10,7,1,1,141
10,11,1,1,141
11,10,1,1,141
12,3,1,1,141
12,6,1,1,141
12,13,1,1,141
13,12,1,1,141
15,8,1,1,141
3,NA,NA,2,141
5,3,1,2,141
5,9,1,2,141
6,5,1,2,141
6,9,1,2,141
6,13,1,2,141
8,9,1,2,141
9,5,1,2,141
9,8,1,2,141
10,11,1,2,141
10,14,1,2,141
11,10,1,2,141
12,13,1,2,141
13,NA,NA,2,141
14,10,1,2,141
15,13,1,2,141
1,13,1,1,142
2,3,1,1,142
3,2,1,1,142
4,12,1,1,142
5,NA,NA,1,142
6,12,1,1,142
8,11,1,1,142
8,16,1,1,142
10,5,1,1,142
10,11,1,1,142
10,14,1,1,142
11,8,1,1,142
11,10,1,1,142
11,14,1,1,142
12,6,1,1,142
12,15,1,1,142
13,1,1,1,142
14,10,1,1,142
14,11,1,1,142
15,12,1,1,142
16,NA,NA,1,142
1,5,1,2,142
3,5,1,2,142
3,8,1,2,142
5,3,1,2,142
5,9,1,2,142
6,8,1,2,142
6,13,1,2,142
8,NA,NA,2,142
9,5,1,2,142
9,8,1,2,142
10,14,1,2,142
12,13,1,2,142
13,6,1,2,142
14,10,1,2,142
16,9,1,2,142
1,2,1,1,143
2,3,1,1,143
3,8,1,1,143
5,7,1,1,143
7,NA,NA,1,143
8,3,1,1,143
8,9,1,1,143
9,8,1,1,143
11,NA,NA,1,143
13,11,1,1,143
1,13,1,2,143
2,NA,NA,2,143
4,2,1,2,143
5,NA,NA,2,143
6,5,1,2,143
6,9,1,2,143
6,13,1,2,143
7,10,1,2,143
8,NA,NA,2,143
9,5,1,2,143
9,8,1,2,143
10,14,1,2,143
11,10,1,2,143
13,NA,NA,2,143
14,9,1,2,143
14,10,1,2,143
2,15,1,1,144
6,12,1,1,144
6,13,1,1,144
6,16,1,1,144
7,9,1,1,144
8,10,1,1,144
9,7,1,1,144
9,14,1,1,144
10,8,1,1,144
11,14,1,1,144
11,15,1,1,144
12,13,1,1,144
13,12,1,1,144
14,9,1,1,144
14,11,1,1,144
15,11,1,1,144
16,6,1,1,144
3,8,1,2,144
5,6,1,2,144
6,5,1,2,144
8,3,1,2,144
10,5,1,2,144
10,11,1,2,144
11,10,1,2,144
12,13,1,2,144
13,12,1,2,144
13,15,1,2,144
14,8,1,2,144
15,NA,NA,2,144
2,3,1,1,145
3,12,1,1,145
3,15,1,1,145
5,12,1,1,145
10,11,1,1,145
10,14,1,1,145
11,10,1,1,145
12,3,1,1,145
14,10,1,1,145
15,NA,NA,1,145
2,7,1,2,145
3,5,1,2,145
5,3,1,2,145
6,8,1,2,145
6,13,1,2,145
7,2,1,2,145
8,9,1,2,145
9,8,1,2,145
10,14,1,2,145
11,10,1,2,145
12,10,1,2,145
12,13,1,2,145
13,12,1,2,145
14,10,1,2,145
16,9,1,2,145
2,5,1,1,146
3,NA,NA,1,146
4,5,1,1,146
4,11,1,1,146
5,2,1,1,146
5,4,1,1,146
6,13,1,1,146
8,NA,NA,1,146
9,8,1,1,146
11,4,1,1,146
12,13,1,1,146
12,15,1,1,146
13,6,1,1,146
13,12,1,1,146
14,15,1,1,146
15,14,1,1,146
16,3,1,1,146
5,NA,NA,2,146
6,8,1,2,146
6,13,1,2,146
8,9,1,2,146
9,5,1,2,146
9,8,1,2,146
10,14,1,2,146
11,14,1,2,146
12,13,1,2,146
13,12,1,2,146
14,10,1,2,146
14,11,1,2,146
2,3,1,1,147
3,2,1,1,147
3,12,1,1,147
3,15,1,1,147
4,5,1,1,147
4,11,1,1,147
5,4,1,1,147
6,12,1,1,147
7,10,1,1,147
7,15,1,1,147
9,2,1,1,147
10,7,1,1,147
11,4,1,1,147
11,10,1,1,147
12,6,1,1,147
12,13,1,1,147
13,12,1,1,147
15,7,1,1,147
16,13,1,1,147
3,NA,NA,2,147
5,3,1,2,147
5,9,1,2,147
6,5,1,2,147
6,8,1,2,147
6,9,1,2,147
6,13,1,2,147
8,6,1,2,147
8,9,1,2,147
9,5,1,2,147
10,11,1,2,147
11,10,1,2,147
12,13,1,2,147
13,12,1,2,147
2,6,1,1,148
3,5,1,1,148
4,5,1,1,148
5,3,1,1,148
5,4,1,1,148
6,NA,NA,1,148
8,11,1,1,148
9,8,1,1,148
10,11,1,1,148
10,14,1,1,148
11,8,1,1,148
11,10,1,1,148
12,13,1,1,148
13,12,1,1,148
14,NA,NA,1,148
5,NA,NA,2,148
6,5,1,2,148
6,8,1,2,148
6,9,1,2,148
6,13,1,2,148
8,6,1,2,148
9,6,1,2,148
10,11,1,2,148
10,14,1,2,148
11,10,1,2,148
11,14,1,2,148
12,13,1,2,148
13,12,1,2,148
14,10,1,2,148
14,11,1,2,148
1,12,1,1,149
2,13,1,1,149
4,5,1,1,149
4,16,1,1,149
5,4,1,1,149
5,7,1,1,149
6,12,1,1,149
7,6,1,1,149
7,10,1,1,149
10,7,1,1,149
10,11,1,1,149
11,NA,NA,1,149
12,1,1,1,149
12,6,1,1,149
13,2,1,1,149
14,7,1,1,149
16,NA,NA,1,149
2,NA,NA,2,149
3,2,1,2,149
4,5,1,2,149
5,4,1,2,149
5,6,1,2,149
6,5,1,2,149
6,13,1,2,149
8,6,1,2,149
9,5,1,2,149
9,8,1,2,149
9,16,1,2,149
10,11,1,2,149
11,10,1,2,149
13,6,1,2,149
16,NA,NA,2,149
1,12,1,1,150
4,5,1,1,150
5,4,1,1,150
6,12,1,1,150
6,13,1,1,150
8,9,1,1,150
8,15,1,1,150
9,8,1,1,150
10,11,1,1,150
11,10,1,1,150
11,14,1,1,150
12,1,1,1,150
12,6,1,1,150
13,6,1,1,150
14,NA,NA,1,150
15,8,1,1,150
1,10,1,2,150
3,6,1,2,150
5,9,1,2,150
6,13,1,2,150
8,9,1,2,150
9,5,1,2,150
9,8,1,2,150
10,1,1,2,150
10,11,1,2,150
11,10,1,2,150
11,13,1,2,150
11,14,1,2,150
12,13,1,2,150
13,12,1,2,150
14,10,1,2,150
14,11,1,2,150
1,5,1,1,151
1,14,1,1,151
2,3,1,1,151
2,6,1,1,151
3,2,1,1,151
4,5,1,1,151
4,11,1,1,151
4,12,1,1,151
5,1,1,1,151
5,4,1,1,151
6,2,1,1,151
6,12,1,1,151
7,5,1,1,151
10,11,1,1,151
11,4,1,1,151
11,10,1,1,151
11,14,1,1,151
12,4,1,1,151
12,6,1,1,151
12,13,1,1,151
13,12,1,1,151
14,1,1,1,151
14,11,1,1,151
1,4,1,2,151
2,NA,NA,2,151
3,5,1,2,151
4,NA,NA,2,151
5,3,1,2,151
5,9,1,2,151
6,9,1,2,151
7,5,1,2,151
8,NA,NA,2,151
9,5,1,2,151
9,6,1,2,151
9,8,1,2,151
10,14,1,2,151
12,13,1,2,151
12,15,1,2,151
13,12,1,2,151
14,2,1,2,151
15,NA,NA,2,151
1,6,1,1,152
3,14,1,1,152
5,3,1,1,152
6,3,1,1,152
6,12,1,1,152
7,10,1,1,152
7,15,1,1,152
8,9,1,1,152
8,10,1,1,152
8,11,1,1,152
9,8,1,1,152
10,8,1,1,152
10,11,1,1,152
10,14,1,1,152
11,8,1,1,152
11,10,1,1,152
11,14,1,1,152
12,NA,NA,1,152
14,3,1,1,152
14,10,1,1,152
14,11,1,1,152
15,NA,NA,1,152
1,16,1,2,152
5,6,1,2,152
5,9,1,2,152
5,10,1,2,152
6,5,1,2,152
6,9,1,2,152
6,13,1,2,152
8,9,1,2,152
9,5,1,2,152
9,6,1,2,152
9,8,1,2,152
10,5,1,2,152
10,11,1,2,152
10,14,1,2,152
11,10,1,2,152
13,6,1,2,152
14,10,1,2,152
15,14,1,2,152
16,NA,NA,2,152
2,12,1,1,153
4,5,1,1,153
4,16,1,1,153
5,NA,NA,1,153
7,10,1,1,153
8,9,1,1,153
9,8,1,1,153
9,12,1,1,153
10,7,1,1,153
12,2,1,1,153
12,9,1,1,153
13,4,1,1,153
16,NA,NA,1,153
3,5,1,2,153
5,3,1,2,153
5,9,1,2,153
8,9,1,2,153
8,15,1,2,153
9,5,1,2,153
9,8,1,2,153
10,NA,NA,2,153
12,13,1,2,153
13,12,1,2,153
14,10,1,2,153
15,NA,NA,2,153
2,3,1,1,154
3,NA,NA,1,154
5,NA,NA,1,154
6,12,1,1,154
7,10,1,1,154
8,5,1,1,154
9,NA,NA,1,154
10,NA,NA,1,154
11,9,1,1,154
12,6,1,1,154
12,13,1,1,154
13,12,1,1,154
1,10,1,2,154
2,NA,NA,2,154
3,5,1,2,154
5,3,1,2,154
5,6,1,2,154
6,5,1,2,154
6,13,1,2,154
8,9,1,2,154
9,5,1,2,154
9,8,1,2,154
10,1,1,2,154
10,2,1,2,154
10,14,1,2,154
11,2,1,2,154
12,13,1,2,154
13,6,1,2,154
13,12,1,2,154
14,10,1,2,154
2,3,1,1,155
2,5,1,1,155
2,12,1,1,155
3,2,1,1,155
3,12,1,1,155
4,10,1,1,155
5,2,1,1,155
6,5,1,1,155
6,12,1,1,155
8,11,1,1,155
10,NA,NA,1,155
11,8,1,1,155
12,2,1,1,155
12,3,1,1,155
12,6,1,1,155
12,13,1,1,155
13,12,1,1,155
1,16,1,2,155
2,8,1,2,155
5,9,1,2,155
6,8,1,2,155
8,6,1,2,155
8,9,1,2,155
9,5,1,2,155
9,8,1,2,155
10,11,1,2,155
10,12,1,2,155
10,14,1,2,155
11,NA,NA,2,155
12,NA,NA,2,155
14,NA,NA,2,155
16,NA,NA,2,155
1,14,1,1,156
2,13,1,1,156
4,NA,NA,1,156
5,4,1,1,156
5,10,1,1,156
6,11,1,1,156
6,12,1,1,156
8,10,1,1,156
9,8,1,1,156
10,8,1,1,156
11,14,1,1,156
12,6,1,1,156
13,12,1,1,156
14,11,1,1,156
1,5,1,2,156
2,12,1,2,156
3,5,1,2,156
5,1,1,2,156
5,3,1,2,156
6,5,1,2,156
6,8,1,2,156
6,9,1,2,156
6,13,1,2,156
7,12,1,2,156
8,9,1,2,156
9,8,1,2,156
9,16,1,2,156
10,14,1,2,156
12,2,1,2,156
13,6,1,2,156
13,12,1,2,156
14,10,1,2,156
16,9,1,2,156
2,5,1,1,157
2,13,1,1,157
4,7,1,1,157
5,2,1,1,157
6,12,1,1,157
7,NA,NA,1,157
9,15,1,1,157
10,11,1,1,157
10,13,1,1,157
11,7,1,1,157
11,10,1,1,157
11,14,1,1,157
12,6,1,1,157
12,13,1,1,157
13,12,1,1,157
14,11,1,1,157
15,9,1,1,157
1,NA,NA,2,157
2,12,1,2,157
4,8,1,2,157
4,15,1,2,157
5,6,1,2,157
5,9,1,2,157
6,5,1,2,157
6,9,1,2,157
6,13,1,2,157
8,4,1,2,157
9,NA,NA,2,157
10,11,1,2,157
10,14,1,2,157
11,10,1,2,157
11,14,1,2,157
12,2,1,2,157
13,6,1,2,157
14,1,1,2,157
14,11,1,2,157
15,4,1,2,157
15,5,1,2,157
3,5,1,1,158
4,5,1,1,158
5,3,1,1,158
5,4,1,1,158
5,12,1,1,158
8,4,1,1,158
10,14,1,1,158
11,NA,NA,1,158
12,13,1,1,158
13,12,1,1,158
14,10,1,1,158
14,11,1,1,158
5,9,1,2,158
5,13,1,2,158
6,5,1,2,158
6,8,1,2,158
6,13,1,2,158
8,NA,NA,2,158
9,5,1,2,158
9,12,1,2,158
10,11,1,2,158
10,14,1,2,158
11,NA,NA,2,158
12,9,1,2,158
12,13,1,2,158
13,5,1,2,158
13,6,1,2,158
13,12,1,2,158
14,10,1,2,158
1,13,1,1,159
2,NA,NA,1,159
3,2,1,1,159
6,NA,NA,1,159
7,11,1,1,159
7,14,1,1,159
8,11,1,1,159
9,15,1,1,159
11,7,1,1,159
11,8,1,1,159
11,14,1,1,159
12,13,1,1,159
12,15,1,1,159
13,12,1,1,159
14,6,1,1,159
14,11,1,1,159
15,12,1,1,159
3,5,1,2,159
5,3,1,2,159
5,9,1,2,159
6,8,1,2,159
7,12,1,2,159
8,6,1,2,159
8,9,1,2,159
9,5,1,2,159
9,8,1,2,159
10,14,1,2,159
11,NA,NA,2,159
12,NA,NA,2,159
13,16,1,2,159
14,10,1,2,159
14,11,1,2,159
16,NA,NA,2,159
1,5,1,1,160
3,15,1,1,160
4,5,1,1,160
5,1,1,1,160
5,4,1,1,160
6,12,1,1,160
8,9,1,1,160
9,8,1,1,160
9,16,1,1,160
10,11,1,1,160
11,NA,NA,1,160
12,13,1,1,160
13,12,1,1,160
14,15,1,1,160
15,3,1,1,160
15,14,1,1,160
16,NA,NA,1,160
3,5,1,2,160
4,11,1,2,160
5,3,1,2,160
6,8,1,2,160
6,9,1,2,160
6,15,1,2,160
8,9,1,2,160
9,6,1,2,160
10,11,1,2,160
10,14,1,2,160
11,10,1,2,160
12,13,1,2,160
13,12,1,2,160
14,10,1,2,160
15,6,1,2,160
1,11,1,1,161
4,5,1,1,161
5,4,1,1,161
7,10,1,1,161
10,7,1,1,161
11,14,1,1,161
14,11,1,1,161
3,5,1,2,161
5,3,1,2,161
5,9,1,2,161
6,13,1,2,161
8,9,1,2,161
9,5,1,2,161
9,8,1,2,161
10,11,1,2,161
10,14,1,2,161
11,10,1,2,161
13,6,1,2,161
14,10,1,2,161
3,15,1,1,162
5,10,1,1,162
8,9,1,1,162
9,NA,NA,1,162
10,5,1,1,162
10,11,1,1,162
11,10,1,1,162
15,NA,NA,1,162
2,12,1,2,162
4,14,1,2,162
5,9,1,2,162
6,13,1,2,162
8,9,1,2,162
9,5,1,2,162
9,8,1,2,162
10,11,1,2,162
10,14,1,2,162
11,10,1,2,162
12,2,1,2,162
13,6,1,2,162
13,12,1,2,162
14,10,1,2,162
2,3,1,1,163
2,6,1,1,163
3,2,1,1,163
3,5,1,1,163
3,8,1,1,163
4,5,1,1,163
5,3,1,1,163
5,4,1,1,163
5,16,1,1,163
6,2,1,1,163
8,9,1,1,163
8,16,1,1,163
9,8,1,1,163
10,14,1,1,163
11,2,1,1,163
12,13,1,1,163
13,12,1,1,163
14,10,1,1,163
16,8,1,1,163
1,NA,NA,2,163
2,12,1,2,163
3,5,1,2,163
5,3,1,2,163
5,9,1,2,163
6,8,1,2,163
6,9,1,2,163
8,6,1,2,163
8,9,1,2,163
9,8,1,2,163
10,14,1,2,163
11,6,1,2,163
12,13,1,2,163
13,12,1,2,163
14,10,1,2,163
15,1,1,2,163
1,14,1,1,164
2,12,1,1,164
3,2,1,1,164
5,10,1,1,164
6,12,1,1,164
7,11,1,1,164
9,14,1,1,164
10,1,1,1,164
10,5,1,1,164
10,12,1,1,164
11,10,1,1,164
11,14,1,1,164
12,2,1,1,164
12,6,1,1,164
12,10,1,1,164
12,13,1,1,164
13,12,1,1,164
14,1,1,1,164
14,9,1,1,164
1,4,1,2,164
2,13,1,2,164
3,4,1,2,164
4,NA,NA,2,164
5,NA,NA,2,164
6,8,1,2,164
6,13,1,2,164
8,9,1,2,164
9,5,1,2,164
10,14,1,2,164
13,6,1,2,164
14,10,1,2,164
14,16,1,2,164
16,14,1,2,164
2,3,1,1,165
3,15,1,1,165
4,5,1,1,165
5,4,1,1,165
5,16,1,1,165
7,10,1,1,165
8,3,1,1,165
8,9,1,1,165
9,8,1,1,165
10,7,1,1,165
15,3,1,1,165
16,NA,NA,1,165
3,7,1,2,165
5,9,1,2,165
6,5,1,2,165
6,9,1,2,165
7,3,1,2,165
9,5,1,2,165
9,6,1,2,165
9,13,1,2,165
9,15,1,2,165
10,11,1,2,165
10,14,1,2,165
11,10,1,2,165
11,14,1,2,165
12,13,1,2,165
13,9,1,2,165
13,12,1,2,165
14,11,1,2,165
15,NA,NA,2,165
1,11,1,1,166
2,3,1,1,166
3,5,1,1,166
4,5,1,1,166
5,3,1,1,166
5,4,1,1,166
7,10,1,1,166
7,11,1,1,166
10,7,1,1,166
10,13,1,1,166
11,1,1,1,166
11,7,1,1,166
11,10,1,1,166
13,10,1,1,166
14,7,1,1,166
5,NA,NA,2,166
6,5,1,2,166
6,8,1,2,166
6,9,1,2,166
6,13,1,2,166
8,9,1,2,166
9,5,1,2,166
9,8,1,2,166
11,14,1,2,166
12,13,1,2,166
13,12,1,2,166
14,11,1,2,166
16,9,1,2,166
1,2,1,1,167
2,13,1,1,167
6,12,1,1,167
7,NA,NA,1,167
8,9,1,1,167
9,8,1,1,167
10,7,1,1,167
10,14,1,1,167
11,8,1,1,167
11,14,1,1,167
12,6,1,1,167
12,16,1,1,167
13,2,1,1,167
14,11,1,1,167
16,11,1,1,167
1,15,1,2,167
2,12,1,2,167
3,5,1,2,167
5,3,1,2,167
6,9,1,2,167
7,10,1,2,167
9,NA,NA,2,167
10,14,1,2,167
11,10,1,2,167
12,2,1,2,167
14,5,1,2,167
14,10,1,2,167
15,1,1,2,167
6,NA,NA,1,168
7,NA,NA,1,168
10,7,1,1,168
12,6,1,1,168
14,15,1,1,168
15,14,1,1,168
1,15,1,2,168
2,12,1,2,168
5,9,1,2,168
5,12,1,2,168
6,8,1,2,168
6,13,1,2,168
8,9,1,2,168
9,5,1,2,168
9,8,1,2,168
10,11,1,2,168
10,14,1,2,168
11,10,1,2,168
12,13,1,2,168
13,6,1,2,168
13,12,1,2,168
14,10,1,2,168
14,11,1,2,168
15,1,1,2,168
2,3,1,1,169
2,5,1,1,169
3,2,1,1,169
4,6,1,1,169
5,2,1,1,169
5,10,1,1,169
6,5,1,1,169
7,NA,NA,1,169
8,10,1,1,169
9,5,1,1,169
10,5,1,1,169
10,7,1,1,169
10,8,1,1,169
12,13,1,1,169
13,12,1,1,169
13,15,1,1,169
15,12,1,1,169
15,13,1,1,169
2,13,1,2,169
5,9,1,2,169
6,9,1,2,169
6,13,1,2,169
7,11,1,2,169
8,NA,NA,2,169
9,5,1,2,169
9,6,1,2,169
9,8,1,2,169
9,16,1,2,169
10,11,1,2,169
11,10,1,2,169
11,14,1,2,169
12,13,1,2,169
13,2,1,2,169
13,6,1,2,169
13,12,1,2,169
14,11,1,2,169
16,9,1,2,169
2,NA,NA,1,170
3,2,1,1,170
4,5,1,1,170
5,4,1,1,170
6,NA,NA,1,170
7,10,1,1,170
7,11,1,1,170
8,5,1,1,170
8,9,1,1,170
9,8,1,1,170
10,NA,NA,1,170
11,7,1,1,170
11,14,1,1,170
12,6,1,1,170
13,8,1,1,170
14,11,1,1,170
16,7,1,1,170
1,11,1,2,170
3,5,1,2,170
5,3,1,2,170
5,9,1,2,170
6,8,1,2,170
6,9,1,2,170
6,13,1,2,170
8,6,1,2,170
8,9,1,2,170
9,5,1,2,170
9,6,1,2,170
9,8,1,2,170
10,14,1,2,170
11,1,1,2,170
12,13,1,2,170
13,6,1,2,170
13,12,1,2,170
14,10,1,2,170
2,5,1,1,171
2,8,1,1,171
2,12,1,1,171
3,6,1,1,171
4,5,1,1,171
5,2,1,1,171
5,4,1,1,171
5,12,1,1,171
6,3,1,1,171
6,12,1,1,171
7,10,1,1,171
8,2,1,1,171
10,7,1,1,171
10,11,1,1,171
11,6,1,1,171
11,10,1,1,171
12,6,1,1,171
14,11,1,1,171
15,8,1,1,171
2,12,1,2,171
2,15,1,2,171
3,NA,NA,2,171
5,9,1,2,171
6,8,1,2,171
8,6,1,2,171
8,9,1,2,171
9,5,1,2,171
9,8,1,2,171
10,3,1,2,171
10,14,1,2,171
12,2,1,2,171
13,12,1,2,171
14,10,1,2,171
15,2,1,2,171
16,9,1,2,171
2,3,1,1,172
2,5,1,1,172
3,2,1,1,172
4,NA,NA,1,172
5,2,1,1,172
5,4,1,1,172
5,15,1,1,172
7,15,1,1,172
8,NA,NA,1,172
11,8,1,1,172
11,14,1,1,172
12,13,1,1,172
13,12,1,1,172
14,11,1,1,172
15,7,1,1,172
16,8,1,1,172
3,5,1,2,172
5,3,1,2,172
5,6,1,2,172
5,9,1,2,172
5,12,1,2,172
6,9,1,2,172
8,9,1,2,172
9,6,1,2,172
9,8,1,2,172
9,16,1,2,172
10,11,1,2,172
10,14,1,2,172
11,10,1,2,172
12,13,1,2,172
13,6,1,2,172
13,12,1,2,172
14,10,1,2,172
14,11,1,2,172
16,9,1,2,172
2,5,1,1,173
3,5,1,1,173
3,15,1,1,173
4,14,1,1,173
5,2,1,1,173
5,3,1,1,173
6,13,1,1,173
7,12,1,1,173
8,9,1,1,173
8,10,1,1,173
9,8,1,1,173
9,15,1,1,173
10,8,1,1,173
10,14,1,1,173
11,14,1,1,173
12,6,1,1,173
13,6,1,1,173
14,4,1,1,173
14,10,1,1,173
14,11,1,1,173
15,3,1,1,173
3,NA,NA,2,173
8,9,1,2,173
9,8,1,2,173
10,14,1,2,173
11,14,1,2,173
14,3,1,2,173
14,10,1,2,173
16,11,1,2,173
2,5,1,1,174
2,12,1,1,174
2,13,1,1,174
4,5,1,1,174
5,2,1,1,174
5,4,1,1,174
6,12,1,1,174
7,10,1,1,174
10,7,1,1,174
10,11,1,1,174
11,10,1,1,174
12,2,1,1,174
13,NA,NA,1,174
4,16,1,2,174
5,9,1,2,174
6,8,1,2,174
6,9,1,2,174
6,13,1,2,174
8,6,1,2,174
8,15,1,2,174
9,5,1,2,174
9,8,1,2,174
10,14,1,2,174
12,13,1,2,174
13,6,1,2,174
13,12,1,2,174
14,10,1,2,174
15,8,1,2,174
16,NA,NA,2,174
1,16,1,1,175
2,5,1,1,175
2,13,1,1,175
3,5,1,1,175
4,5,1,1,175
5,2,1,1,175
5,3,1,1,175
5,4,1,1,175
6,12,1,1,175
7,11,1,1,175
8,9,1,1,175
8,10,1,1,175
9,8,1,1,175
10,11,1,1,175
10,14,1,1,175
11,7,1,1,175
11,10,1,1,175
11,14,1,1,175
12,6,1,1,175
12,9,1,1,175
12,13,1,1,175
13,2,1,1,175
13,12,1,1,175
14,10,1,1,175
14,11,1,1,175
16,1,1,1,175
16,13,1,1,175
1,8,1,2,175
2,5,1,2,175
3,5,1,2,175
4,NA,NA,2,175
5,3,1,2,175
5,4,1,2,175
5,6,1,2,175
6,5,1,2,175
6,8,1,2,175
8,9,1,2,175
9,8,1,2,175
10,11,1,2,175
10,14,1,2,175
11,10,1,2,175
12,13,1,2,175
13,12,1,2,175
14,10,1,2,175
16,9,1,2,175
1,13,1,1,176
2,3,1,1,176
3,2,1,1,176
3,15,1,1,176
4,5,1,1,176
5,4,1,1,176
5,9,1,1,176
7,10,1,1,176
8,9,1,1,176
9,8,1,1,176
10,7,1,1,176
10,11,1,1,176
11,9,1,1,176
11,10,1,1,176
11,14,1,1,176
12,13,1,1,176
13,1,1,1,176
13,12,1,1,176
14,11,1,1,176
15,NA,NA,1,176
1,4,1,2,176
2,12,1,2,176
3,5,1,2,176
4,1,1,2,176
5,3,1,2,176
5,9,1,2,176
6,5,1,2,176
6,8,1,2,176
6,9,1,2,176
6,13,1,2,176
8,9,1,2,176
9,5,1,2,176
9,8,1,2,176
10,11,1,2,176
10,14,1,2,176
11,10,1,2,176
12,NA,NA,2,176
13,6,1,2,176
14,10,1,2,176
15,16,1,2,176
16,NA,NA,2,176
1,NA,NA,1,177
2,13,1,1,177
4,5,1,1,177
5,2,1,1,177
5,4,1,1,177
6,12,1,1,177
7,11,1,1,177
7,14,1,1,177
8,1,1,1,177
8,10,1,1,177
9,8,1,1,177
10,8,1,1,177
10,11,1,1,177
11,7,1,1,177
11,10,1,1,177
12,6,1,1,177
12,13,1,1,177
13,2,1,1,177
13,12,1,1,177
14,NA,NA,1,177
1,14,1,2,177
2,3,1,2,177
3,NA,NA,2,177
4,5,1,2,177
5,4,1,2,177
5,6,1,2,177
5,9,1,2,177
6,5,1,2,177
6,8,1,2,177
6,9,1,2,177
8,6,1,2,177
9,5,1,2,177
10,14,1,2,177
12,13,1,2,177
13,12,1,2,177
14,10,1,2,177
15,3,1,2,177
1,3,1,1,178
2,12,1,1,178
3,NA,NA,1,178
4,NA,NA,1,178
7,10,1,1,178
8,9,1,1,178
9,8,1,1,178
9,14,1,1,178
10,11,1,1,178
11,10,1,1,178
11,14,1,1,178
12,2,1,1,178
12,13,1,1,178
13,4,1,1,178
13,12,1,1,178
14,11,1,1,178
2,12,1,2,178
3,8,1,2,178
5,9,1,2,178
6,5,1,2,178
6,8,1,2,178
6,9,1,2,178
6,13,1,2,178
8,9,1,2,178
9,5,1,2,178
9,6,1,2,178
9,8,1,2,178
10,14,1,2,178
11,10,1,2,178
11,14,1,2,178
12,13,1,2,178
13,6,1,2,178
14,10,1,2,178
14,11,1,2,178
1,6,1,1,179
3,14,1,1,179
5,10,1,1,179
6,NA,NA,1,179
8,9,1,1,179
9,8,1,1,179
9,15,1,1,179
10,5,1,1,179
10,11,1,1,179
11,10,1,1,179
12,13,1,1,179
13,NA,NA,1,179
14,3,1,1,179
15,NA,NA,1,179
1,3,1,2,179
2,12,1,2,179
3,1,1,2,179
3,5,1,2,179
5,3,1,2,179
6,5,1,2,179
6,8,1,2,179
6,9,1,2,179
6,13,1,2,179
8,9,1,2,179
9,6,1,2,179
9,8,1,2,179
10,11,1,2,179
11,NA,NA,2,179
12,NA,NA,2,179
13,NA,NA,2,179
16,12,1,2,179
2,3,1,1,180
2,5,1,1,180
3,2,1,1,180
3,15,1,1,180
4,5,1,1,180
5,4,1,1,180
6,12,1,1,180
7,10,1,1,180
8,10,1,1,180
9,2,1,1,180
10,7,1,1,180
10,8,1,1,180
10,11,1,1,180
11,3,1,1,180
11,10,1,1,180
12,3,1,1,180
12,6,1,1,180
